Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
HLA-DQB1	gene	HLA-DQB1	TEMPUS	TEMPUS			Other																												
HLA-DQB2	gene	HLA-DQB2	TEMPUS	TEMPUS			Other																												
HLA-DRA	gene	HLA-DRA	TEMPUS	TEMPUS			Other																												
HLA-DRB1	gene	HLA-DRB1	TEMPUS	TEMPUS			Other																												
HLA-DRB5	gene	HLA-DRB5	TEMPUS	TEMPUS			Other																												
HLA-DRB6	gene	HLA-DRB6	TEMPUS	TEMPUS			Other																												
HLA-E	gene	HLA-E	TEMPUS	TEMPUS			Other																												
HLA-F	gene	HLA-F	TEMPUS	TEMPUS			Other																												
HLA-G	gene	HLA-G	TEMPUS	TEMPUS			Other																												
HNF1A	gene	HNF1A	TEMPUS	TEMPUS			Other																												
HNF1B	gene	HNF1B	TEMPUS	TEMPUS			Other																												
HOXB13	gene	HOXB13	TEMPUS	TEMPUS			Other																												
HRAS	gene	HRAS	TEMPUS	TEMPUS			Other																												
HSP90AA1	gene	HSP90AA1	TEMPUS	TEMPUS			Other																												
HSPH1	gene	HSPH1	TEMPUS	TEMPUS			Other																												
IDH1	gene	IDH1	TEMPUS	TEMPUS			Other																												
IDH2	gene	IDH2	TEMPUS	TEMPUS			Other																												
IDO1	gene	IDO1	TEMPUS	TEMPUS			Other																												
IFIT1	gene	IFIT1	TEMPUS	TEMPUS			Other																												
IFIT2	gene	IFIT2	TEMPUS	TEMPUS			Other																												
IFIT3	gene	IFIT3	TEMPUS	TEMPUS			Other																												
IFNAR1	gene	IFNAR1	TEMPUS	TEMPUS			Other																												
IFNAR2	gene	IFNAR2	TEMPUS	TEMPUS			Other																												
IFNGR1	gene	IFNGR1	TEMPUS	TEMPUS			Other																												
IFNGR2	gene	IFNGR2	TEMPUS	TEMPUS			Other																												
IFNL3	gene	IFNL3	TEMPUS	TEMPUS			Other																												
IKBKE	gene	IKBKE	TEMPUS	TEMPUS			Other																												
IKZF1	gene	IKZF1	TEMPUS	TEMPUS			Other																												
IL10RA	gene	IL10RA	TEMPUS	TEMPUS			Other																												
IL15	gene	IL15	TEMPUS	TEMPUS			Other																												
IL2RA	gene	IL2RA	TEMPUS	TEMPUS			Other																												
IL6R	gene	IL6R	TEMPUS	TEMPUS			Other																												
IL7R	gene	IL7R	TEMPUS	TEMPUS			Other																												
ING1	gene	ING1	TEMPUS	TEMPUS			Other																												
INPP4B	gene	INPP4B	TEMPUS	TEMPUS			Other																												
IRF1	gene	IRF1	TEMPUS	TEMPUS			Other																												
IRF2	gene	IRF2	TEMPUS	TEMPUS			Other																												
IRF4	gene	IRF4	TEMPUS	TEMPUS			Other																												
IRS2	gene	IRS2	TEMPUS	TEMPUS			Other																												
ITPKB	gene	ITPKB	TEMPUS	TEMPUS			Other																												
JAK1	gene	JAK1	TEMPUS	TEMPUS			Other																												
JAK2	gene	JAK2	TEMPUS	TEMPUS			Other																												
JAK3	gene	JAK3	TEMPUS	TEMPUS			Other																												
JUN	gene	JUN	TEMPUS	TEMPUS			Other																												
KAT6A	gene	KAT6A	TEMPUS	TEMPUS			Other																												
KDM5A	gene	KDM5A	TEMPUS	TEMPUS			Other																												
KDM5C	gene	KDM5C	TEMPUS	TEMPUS			Other																												
KDM6A	gene	KDM6A	TEMPUS	TEMPUS			Other																												
KDR	gene	KDR	TEMPUS	TEMPUS			Other																												
KEAP1	gene	KEAP1	TEMPUS	TEMPUS			Other																												
KEL	gene	KEL	TEMPUS	TEMPUS			Other																												
KIF1B	gene	KIF1B	TEMPUS	TEMPUS			Other																												
KIT	gene	KIT	TEMPUS	TEMPUS			Other																												
KLHL6	gene	KLHL6	TEMPUS	TEMPUS			Other																												
KLLN	gene	KLLN	TEMPUS	TEMPUS			Other																												
KMT2A	gene	KMT2A	TEMPUS	TEMPUS			Other																												
KMT2B	gene	KMT2B	TEMPUS	TEMPUS			Other																												
KMT2C	gene	KMT2C	TEMPUS	TEMPUS			Other																												
KMT2D	gene	KMT2D	TEMPUS	TEMPUS			Other																												
KRAS	gene	KRAS	TEMPUS	TEMPUS			Other																												
LAG3	gene	LAG3	TEMPUS	TEMPUS			Other																												
LDLR	gene	LDLR	TEMPUS	TEMPUS			Other																												
LEF1	gene	LEF1	TEMPUS	TEMPUS			Other																												
LMNA	gene	LMNA	TEMPUS	TEMPUS			Other																												
LMO1	gene	LMO1	TEMPUS	TEMPUS			Other																												
LRP1B	gene	LRP1B	TEMPUS	TEMPUS			Other																												
LYN	gene	LYN	TEMPUS	TEMPUS			Other																												
LZTR1	gene	LZTR1	TEMPUS	TEMPUS			Other																												
MAD2L2	gene	MAD2L2	TEMPUS	TEMPUS			Other																												
MAF	gene	MAF	TEMPUS	TEMPUS			Other																												
MAFB	gene	MAFB	TEMPUS	TEMPUS			Other																												
MALT1	gene	MALT1	TEMPUS	TEMPUS			Other																												
MAP2K1	gene	MAP2K1	TEMPUS	TEMPUS			Other																												
MAP2K2	gene	MAP2K2	TEMPUS	TEMPUS			Other																												
MAP2K4	gene	MAP2K4	TEMPUS	TEMPUS			Other																												
MAP3K1	gene	MAP3K1	TEMPUS	TEMPUS			Other																												
MAP3K7	gene	MAP3K7	TEMPUS	TEMPUS			Other																												
MAPK1	gene	MAPK1	TEMPUS	TEMPUS			Other																												
MAX	gene	MAX	TEMPUS	TEMPUS			Other																												
MC1R	gene	MC1R	TEMPUS	TEMPUS			Other																												
MCL1	gene	MCL1	TEMPUS	TEMPUS			Other																												
MDM2	gene	MDM2	TEMPUS	TEMPUS			Other																												
MDM4	gene	MDM4	TEMPUS	TEMPUS			Other																												
MED12	gene	MED12	TEMPUS	TEMPUS			Other																												
MEF2B	gene	MEF2B	TEMPUS	TEMPUS			Other																												
MEN1	gene	MEN1	TEMPUS	TEMPUS			Other																												
MET	gene	MET	TEMPUS	TEMPUS			Other																												
MGMT	gene	MGMT	TEMPUS	TEMPUS			Other																												
MIB1	gene	MIB1	TEMPUS	TEMPUS			Other																												
MITF	gene	MITF	TEMPUS	TEMPUS			Other																												
MKI67	gene	MKI67	TEMPUS	TEMPUS			Other																												
MLH1	gene	MLH1	TEMPUS	TEMPUS			Other																												
MLH3	gene	MLH3	TEMPUS	TEMPUS			Other																												
MLLT3	gene	MLLT3	TEMPUS	TEMPUS			Other																												
MPL	gene	MPL	TEMPUS	TEMPUS			Other																												
MRE11	gene	MRE11	TEMPUS	TEMPUS			Other																												
MS4A1	gene	MS4A1	TEMPUS	TEMPUS			Other																												
MSH2	gene	MSH2	TEMPUS	TEMPUS			Other																												
MSH3	gene	MSH3	TEMPUS	TEMPUS			Other																												
MSH6	gene	MSH6	TEMPUS	TEMPUS			Other																												
MTAP	gene	MTAP	TEMPUS	TEMPUS			Other																												
MTHFR	gene	MTHFR	TEMPUS	TEMPUS			Other																												
MTOR	gene	MTOR	TEMPUS	TEMPUS			Other																												
MTRR	gene	MTRR	TEMPUS	TEMPUS			Other																												
MUTYH	gene	MUTYH	TEMPUS	TEMPUS			Other																												
MYB	gene	MYB	TEMPUS	TEMPUS			Other																												
MYC	gene	MYC	TEMPUS	TEMPUS			Other																												
MYCL	gene	MYCL	TEMPUS	TEMPUS			Other																												
MYCN	gene	MYCN	TEMPUS	TEMPUS			Other																												
MYD88	gene	MYD88	TEMPUS	TEMPUS			Other																												
MYH11	gene	MYH11	TEMPUS	TEMPUS			Other																												
NBN	gene	NBN	TEMPUS	TEMPUS			Other																												
NCOR1	gene	NCOR1	TEMPUS	TEMPUS			Other																												
NCOR2	gene	NCOR2	TEMPUS	TEMPUS			Other																												
NF1	gene	NF1	TEMPUS	TEMPUS			Other																												
NF2	gene	NF2	TEMPUS	TEMPUS			Other																												
NFE2L2	gene	NFE2L2	TEMPUS	TEMPUS			Other																												
NFKBIA	gene	NFKBIA	TEMPUS	TEMPUS			Other																												
NHP2	gene	NHP2	TEMPUS	TEMPUS			Other																												
NKX2-1	gene	NKX2-1	TEMPUS	TEMPUS			Other																												
NOP10	gene	NOP10	TEMPUS	TEMPUS			Other																												
NOTCH1	gene	NOTCH1	TEMPUS	TEMPUS			Other																												
NOTCH2	gene	NOTCH2	TEMPUS	TEMPUS			Other																												
NOTCH3	gene	NOTCH3	TEMPUS	TEMPUS			Other																												
NPM1	gene	NPM1	TEMPUS	TEMPUS			Other																												
NQO1	gene	NQO1	TEMPUS	TEMPUS			Other																												
NRAS	gene	NRAS	TEMPUS	TEMPUS			Other																												
NRG1	gene	NRG1	TEMPUS	TEMPUS			Other																												
NSD1	gene	NSD1	TEMPUS	TEMPUS			Other																												
NSD2	gene	NSD2	TEMPUS	TEMPUS			Other																												
NT5C2	gene	NT5C2	TEMPUS	TEMPUS			Other																												
NTHL1	gene	NTHL1	TEMPUS	TEMPUS			Other																												
NTRK1	gene	NTRK1	TEMPUS	TEMPUS			Other																												
