Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
A1CF	gene	A1CF	cosmic2	cosmic2			Other																												
ACSL6	gene	ACSL6	cosmic2	cosmic2			Other																												
AKAP9	gene	AKAP9	cosmic2	cosmic2			Other																												
AKT3	gene	AKT3	cosmic2	cosmic2			Other																												
ALDH2	gene	ALDH2	cosmic2	cosmic2			Other																												
ANK1	gene	ANK1	cosmic2	cosmic2			Other																												
ARAF	gene	ARAF	cosmic2	cosmic2			Other																												
ARHGAP5	gene	ARHGAP5	cosmic2	cosmic2			Other																												
ARHGEF10	gene	ARHGEF10	cosmic2	cosmic2			Other																												
ARHGEF10L	gene	ARHGEF10L	cosmic2	cosmic2			Other																												
ASXL2	gene	ASXL2	cosmic2	cosmic2			Other																												
BAZ1A	gene	BAZ1A	cosmic2	cosmic2			Other																												
BCL2L12	gene	BCL2L12	cosmic2	cosmic2			Other																												
BCLAF1	gene	BCLAF1	cosmic2	cosmic2			Other																												
BIRC6	gene	BIRC6	cosmic2	cosmic2			Other																												
BMP5	gene	BMP5	cosmic2	cosmic2			Other																												
C15orf65	gene	C15orf65	cosmic2	cosmic2			Other																												
CASP3	gene	CASP3	cosmic2	cosmic2			Other																												
CASP9	gene	CASP9	cosmic2	cosmic2			Other																												
CCNC	gene	CCNC	cosmic2	cosmic2			Other																												
CCR4	gene	CCR4	cosmic2	cosmic2			Other																												
CCR7	gene	CCR7	cosmic2	cosmic2			Other																												
CD209	gene	CD209	cosmic2	cosmic2			Other																												
CD28	gene	CD28	cosmic2	cosmic2			Other																												
CDH10	gene	CDH10	cosmic2	cosmic2			Other																												
CDH17	gene	CDH17	cosmic2	cosmic2			Other																												
CDKN1A	gene	CDKN1A	cosmic2	cosmic2			Other																												
CEP89	gene	CEP89	cosmic2	cosmic2			Other																												
CHD2	gene	CHD2	cosmic2	cosmic2			Other																												
CHIC2	gene	CHIC2	cosmic2	cosmic2			Other																												
CHST11	gene	CHST11	cosmic2	cosmic2			Other																												
CLP1	gene	CLP1	cosmic2	cosmic2			Other																												
CNBD1	gene	CNBD1	cosmic2	cosmic2			Other																												
CNTNAP2	gene	CNTNAP2	cosmic2	cosmic2			Other																												
COL3A1	gene	COL3A1	cosmic2	cosmic2			Other																												
COX6C	gene	COX6C	cosmic2	cosmic2			Other																												
CPEB3	gene	CPEB3	cosmic2	cosmic2			Other																												
CRNKL1	gene	CRNKL1	cosmic2	cosmic2			Other																												
