Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
NRIP3	gene	NRIP3	HMF_fusions	HMF_fusions			Other																												
PDS5A	gene	PDS5A	HMF_fusions	HMF_fusions			Other																												
PICALM	gene	PICALM	HMF_fusions	HMF_fusions			Other																												
PRRC1	gene	PRRC1	HMF_fusions	HMF_fusions			Other																												
SARNP	gene	SARNP	HMF_fusions	HMF_fusions			Other																												
SEPT2	gene	SEPT2	HMF_fusions	HMF_fusions			Other																												
SEPT5	gene	SEPT5	HMF_fusions	HMF_fusions			Other																												
SEPT6	gene	SEPT6	HMF_fusions	HMF_fusions			Other																												
SEPT9	gene	SEPT9	HMF_fusions	HMF_fusions			Other																												
SH3GL1	gene	SH3GL1	HMF_fusions	HMF_fusions			Other																												
SORBS2	gene	SORBS2	HMF_fusions	HMF_fusions			Other																												
TET1	gene	TET1	HMF_fusions	HMF_fusions			Other																												
TOP3A	gene	TOP3A	HMF_fusions	HMF_fusions			Other																												
ZFYVE19	gene	ZFYVE19	HMF_fusions	HMF_fusions			Other																												
AKT3	gene	AKT3	HMF_fusions	HMF_fusions			Other																												
ERCC2	gene	ERCC2	HMF_fusions	HMF_fusions			Other																												
PRKCE	gene	PRKCE	HMF_fusions	HMF_fusions			Other																												
CXorf67	gene	CXorf67	HMF_fusions	HMF_fusions			Other																												
CSF1R	gene	CSF1R	HMF_fusions	HMF_fusions			Other																												
NOTCH1	gene	NOTCH1	HMF_fusions	HMF_fusions			Other																												
STAT6	gene	STAT6	HMF_fusions	HMF_fusions			Other																												
NTRK2	gene	NTRK2	HMF_fusions	HMF_fusions			Other																												
ACCN1	gene	ACCN1	HMF_fusions	HMF_fusions			Other																												
EHF	gene	EHF	HMF_fusions	HMF_fusions			Other																												
MAST1	gene	MAST1	HMF_fusions	HMF_fusions			Other																												
GABBR2	gene	GABBR2	HMF_fusions	HMF_fusions			Other																												
NUP98	gene	NUP98	HMF_fusions	HMF_fusions			Other																												
ACLY	gene	ACLY	HMF_fusions	HMF_fusions			Other																												
LGR5	gene	LGR5	HMF_fusions	HMF_fusions			Other																												
KDM5A	gene	KDM5A	HMF_fusions	HMF_fusions			Other																												
FOXO1	gene	FOXO1	HMF_fusions	HMF_fusions			Other																												
NCOA1	gene	NCOA1	HMF_fusions	HMF_fusions			Other																												
PPAR	gene	PPAR	HMF_fusions	HMF_fusions			Other																												
PPARG	gene	PPARG	HMF_fusions	HMF_fusions			Other																												
RBMS1	gene	RBMS1	HMF_fusions	HMF_fusions			Other																												
TMCC1	gene	TMCC1	HMF_fusions	HMF_fusions			Other																												
RSPO3	gene	RSPO3	HMF_fusions	HMF_fusions			Other																												
MET	gene	MET	HMF_fusions	HMF_fusions			Other																												
DAZL	gene	DAZL	HMF_fusions	HMF_fusions			Other																												
PACS1	gene	PACS1	HMF_fusions	HMF_fusions			Other																												
SYCP1	gene	SYCP1	HMF_fusions	HMF_fusions			Other																												
NUP214	gene	NUP214	HMF_fusions	HMF_fusions			Other																												
CUTA	gene	CUTA	HMF_fusions	HMF_fusions			Other																												
PRKAR2A	gene	PRKAR2A	HMF_fusions	HMF_fusions			Other																												
ELK4	gene	ELK4	HMF_fusions	HMF_fusions			Other																												
ETV5	gene	ETV5	HMF_fusions	HMF_fusions			Other																												
SSX1	gene	SSX1	HMF_fusions	HMF_fusions			Other																												
SSX2	gene	SSX2	HMF_fusions	HMF_fusions			Other																												
SSX4	gene	SSX4	HMF_fusions	HMF_fusions			Other																												
TAL1	gene	TAL1	HMF_fusions	HMF_fusions			Other																												
ROD1	gene	ROD1	HMF_fusions	HMF_fusions			Other																												
TBCEL	gene	TBCEL	HMF_fusions	HMF_fusions			Other																												
KRAS	gene	KRAS	HMF_fusions	HMF_fusions			Other																												
TCF7L2	gene	TCF7L2	HMF_fusions	HMF_fusions			Other																												
CAMTA1	gene	CAMTA1	HMF_fusions	HMF_fusions			Other																												
FAM118B	gene	FAM118B	HMF_fusions	HMF_fusions			Other																												
MAMLD1	gene	MAMLD1	HMF_fusions	HMF_fusions			Other																												
FAM22A	gene	FAM22A	HMF_fusions	HMF_fusions			Other																												
NUTM2B	gene	NUTM2B	HMF_fusions	HMF_fusions			Other																												
BCOR	gene	BCOR	HMF_fusions	HMF_fusions			Other																												
ACBD6	gene	ACBD6	HMF_fusions	HMF_fusions			Other																												
ACPP	gene	ACPP	HMF_fusions	HMF_fusions			Other																												
ACSL3	gene	ACSL3	HMF_fusions	HMF_fusions			Other																												
ACTB	gene	ACTB	HMF_fusions	HMF_fusions			Other																												
AGAP3	gene	AGAP3	HMF_fusions	HMF_fusions			Other																												
AGK	gene	AGK	HMF_fusions	HMF_fusions			Other																												
AGPAT5	gene	AGPAT5	HMF_fusions	HMF_fusions			Other																												
AGTRAP	gene	AGTRAP	HMF_fusions	HMF_fusions			Other																												
AKAP9	gene	AKAP9	HMF_fusions	HMF_fusions			Other																												
ARFIP1	gene	ARFIP1	HMF_fusions	HMF_fusions			Other																												
ARID1A	gene	ARID1A	HMF_fusions	HMF_fusions			Other																												
ASPSCR1	gene	ASPSCR1	HMF_fusions	HMF_fusions			Other																												
ATF7IP	gene	ATF7IP	HMF_fusions	HMF_fusions			Other																												
ATG4C	gene	ATG4C	HMF_fusions	HMF_fusions			Other																												
ATG7	gene	ATG7	HMF_fusions	HMF_fusions			Other																												
ATIC	gene	ATIC	HMF_fusions	HMF_fusions			Other																												
BBS9	gene	BBS9	HMF_fusions	HMF_fusions			Other																												
BCAM	gene	BCAM	HMF_fusions	HMF_fusions			Other																												
BCR	gene	BCR	HMF_fusions	HMF_fusions			Other																												
BIN2	gene	BIN2	HMF_fusions	HMF_fusions			Other																												
BRD3	gene	BRD3	HMF_fusions	HMF_fusions			Other																												
BRD4	gene	BRD4	HMF_fusions	HMF_fusions			Other																												
BTBD1	gene	BTBD1	HMF_fusions	HMF_fusions			Other																												
C2orf44	gene	C2orf44	HMF_fusions	HMF_fusions			Other																												
CAD	gene	CAD	HMF_fusions	HMF_fusions			Other																												
CANT1	gene	CANT1	HMF_fusions	HMF_fusions			Other																												
